year,county,president_dem,president_rep,president_total,governor_dem,governor_rep,governor_total,us_senate_dem,us_senate_rep,us_senate_total,attorney_general_dem,attorney_general_rep,attorney_general_total,cfo_dem,cfo_rep,cfo_total,agriculture_commissioner_dem,agriculture_commissioner_rep,agriculture_commissioner_total,us_house_dem,us_house_rep,us_house_total,state_senate_dem,state_senate_rep,state_senate_total,state_house_dem,state_house_rep,state_house_total
2010,Alachua,0,0,0,43933,28129,73961,21314,29825,74476,37225,32275,72135,36100,31958,71285,34821,31830,71213,8964,38062,68670,40076,32976,73052,19791,22993,43655
2010,Baker,0,0,0,2731,4940,7924,1031,5435,7995,1926,5502,7772,1735,5624,7737,1778,5532,7796,0,6399,7724,0,0,0,0,0,0
2010,Bay,0,0,0,15689,36512,54997,6028,40408,55646,11911,38387,53622,12797,39041,54087,12054,37392,53886,12338,40048,55529,1493,4834,7586,10905,44127,55032
2010,Bradford,0,0,0,2983,4850,8075,1374,5156,8135,2291,5090,7957,2077,5202,7755,2036,5502,8002,0,6212,7824,2598,5400,7998,0,0,0
2010,Brevard,0,0,0,80865,106838,196391,32069,107930,198788,67807,118295,194371,63761,118598,190572,62336,114210,191468,66899,127020,193965,0,70606,104265,41918,68759,110677
2010,Broward,0,0,0,271606,140445,420531,133026,133264,420243,249704,148069,412203,227889,165093,402502,233554,147983,402158,240866,133511,382700,90704,66995,161744,156771,70712,254004
2010,Calhoun,0,0,0,1855,2201,4296,597,2772,4313,1210,2567,4125,1376,2557,4136,1048,2973,4264,1265,2724,4323,2920,1157,4238,873,3375,4248
2010,Charlotte,0,0,0,23838,32207,59381,6932,31258,60199,18978,37198,58996,18623,36700,58051,17363,36316,58229,18765,39258,58573,23,59,82,12248,24113,36361
2010,Citrus,0,0,0,21596,29925,54808,6374,27517,55572,18560,33175,54710,16400,33924,53917,15398,33974,54180,17318,36087,53405,0,0,0,0,0,0
2010,Clay,0,0,0,17246,44547,63667,7253,44926,64225,13590,46528,62556,12864,46768,62713,12745,45331,62535,989,50076,62098,0,0,0,1767,6763,8530
2010,Collier,0,0,0,33408,66960,102833,8876,66349,103275,27094,70656,100458,23048,70429,95977,23363,69666,98920,24756,71790,101040,0,0,0,1565,27767,38304
2010,Columbia,0,0,0,7068,11089,18905,3056,11874,19110,5462,12302,18722,5108,12546,18532,5083,12142,18752,0,13866,18068,4080,9858,13938,8011,9751,18795
2010,Desoto,0,0,0,2887,3667,6906,1104,3608,7002,2244,4266,6842,2306,4110,6671,1931,4632,6849,2171,4659,6830,0,0,0,0,0,0
2010,Dixie,0,0,0,2058,2810,5239,914,3038,5266,1544,3050,5072,1581,3023,5031,1600,2908,5088,1641,3228,5272,0,0,0,2687,2485,5172
2010,Duval,0,0,0,120097,135074,261785,72184,140447,264036,103748,144489,257379,99898,146348,255587,100327,137830,254521,43202,163153,252115,33415,51025,84478,30611,103837,146201
2010,Escambia,0,0,0,36873,54607,95916,18377,55364,97514,31697,58467,94712,31204,58691,93575,29894,56709,94155,0,68628,89923,0,42444,53616,15677,69245,86784
2010,Flagler,0,0,0,14430,17711,33476,6764,17617,33715,12742,18894,32937,12036,18655,32450,12112,18273,32727,11646,21022,32668,13336,17593,30996,12757,19310,32067
2010,Franklin,0,0,0,1945,1938,4061,654,2223,4075,1477,2203,3908,1763,1979,3853,1538,2120,3912,1673,2216,4082,2067,1715,3941,1786,2111,3897
2010,Gadsden,0,0,0,12067,4324,16698,7894,4411,16760,11149,4747,16457,12057,4032,16361,11431,4540,16493,11186,4783,16559,13158,3010,16493,585,877,1462
2010,Gilchrist,0,0,0,1797,3321,5382,646,3531,5425,1321,3627,5353,1327,3566,5327,1181,3589,5321,0,4186,5278,1544,3778,5322,2071,2916,5358
2010,Glades,0,0,0,1072,1616,2785,341,1598,2802,897,1695,2739,857,1751,2724,745,1870,2767,872,1874,2749,395,821,1216,0,0,0
2010,Gulf,0,0,0,1779,2960,5036,724,3441,5069,1410,3215,4942,1458,3202,4827,1345,3286,4950,1371,3425,5082,2204,2529,4925,1219,3751,4970
2010,Hamilton,0,0,0,1865,1919,3991,1098,1966,4003,1552,2114,3900,1656,2024,3858,1613,2019,3922,0,2567,3551,0,0,0,2549,1354,3903
2010,Hardee,0,0,0,1881,3116,5220,771,2862,5278,1521,3325,5082,1438,3359,5042,1122,3924,5202,1262,3834,5096,0,0,0,0,4547,4550
2010,Hendry,0,0,0,2743,3551,6517,1355,3681,6571,2271,3835,6396,2184,3817,6227,2015,4164,6437,2384,4055,6439,0,0,0,0,0,0
2010,Hernando,0,0,0,25127,30056,58325,8020,27413,59186,20873,34726,58221,19147,34895,57238,18223,35385,57547,17913,39894,57807,0,0,0,20779,30675,51454
2010,Highlands,0,0,0,11143,17171,29847,4360,16489,30286,9322,19034,29755,8294,19457,29335,8084,19795,29660,8707,20704,29414,0,0,0,0,2723,2725
2010,Hillsborough,0,0,0,158995,148429,317566,63451,144906,321120,124582,181026,314807,120267,178944,311234,111839,185103,310946,131911,171501,309101,16851,175029,193053,102352,121510,231606
2010,Holmes,0,0,0,1636,4067,6054,570,4501,6076,1215,4207,5958,1245,4368,5883,1209,4238,5989,0,5072,5883,0,4523,5727,0,0,0
2010,Indian River,0,0,0,17650,27935,47403,6053,29288,48107,14341,29036,45397,12951,31505,46224,11960,30232,45485,13727,32083,45810,0,0,0,0,26048,26225
2010,Jackson,0,0,0,6898,7420,14942,3434,9115,15067,5385,8559,14766,5616,8597,14642,5300,8715,14794,5457,8800,15042,7449,6666,14557,2389,6080,8469
2010,Jefferson,0,0,0,3606,2455,6220,1886,2476,6259,3200,2627,6104,3702,2284,6137,3182,2698,6182,1745,3014,5884,2742,1252,4104,4307,1834,6141
2010,Lafayette,0,0,0,980,1405,2502,277,1614,2512,677,1585,2427,684,1561,2366,635,1697,2477,636,1747,2533,0,0,0,1066,1349,2521
2010,Lake,0,0,0,40400,56790,101910,18770,60967,103302,33830,63339,101038,30260,64387,99642,30371,63522,100130,26975,65534,99659,30251,64899,95150,18721,62433,92487
2010,Lee,0,0,0,68041,107460,181901,18655,103169,180355,53778,115132,176434,49605,116198,172631,47336,114810,174534,52756,120157,181204,25710,51631,77341,17404,64191,97448
2010,Leon,0,0,0,66477,31328,99703,24689,34222,100480,54133,39041,96522,63971,33159,98660,56639,36173,97134,54021,37996,98388,56786,19944,79128,39387,29776,69163
2010,Levy,0,0,0,4711,7405,12731,2250,7613,12816,3907,7930,12553,3898,7861,12483,3680,7608,12593,2809,8704,12221,2708,5272,7980,5198,5965,11163
2010,Liberty,0,0,0,1050,1020,2195,304,1228,2209,742,1207,2146,894,1156,2139,773,1286,2173,821,1240,2207,1594,556,2206,508,1664,2172
2010,Madison,0,0,0,3281,2794,6286,1990,2758,6318,2918,2972,6192,3248,2759,6208,3094,2897,6263,0,3710,5690,3295,1941,5423,4460,1708,6168
2010,Manatee,0,0,0,44284,57459,105974,14363,53127,107297,37193,64083,105156,32863,66176,103464,32340,64957,103516,32607,72805,105412,0,0,0,19252,63813,101435
2010,Marion,0,0,0,46449,61978,114361,21377,64565,115808,39683,68500,113749,37321,66893,111689,37155,65599,112209,11406,73127,110528,11530,20054,31584,30805,60604,92924
2010,Martin,0,0,0,21946,30416,54246,5922,31935,55061,16998,33762,52950,14906,36612,53192,13511,34258,51204,14212,39096,53344,0,0,0,5564,11594,17158
2010,Miami-Dade,0,0,0,274638,204918,487888,146029,220305,491895,251170,204792,469855,223644,214932,451278,230795,207599,458014,192128,157321,367121,82229,179593,277387,111171,182598,300042
2010,Monroe,0,0,0,12577,12608,26130,4252,11282,26438,10602,13175,25178,9806,13564,24481,10238,12186,24779,7481,17310,24793,0,0,0,15948,8505,26012
2010,Nassau,0,0,0,7683,18275,26821,3153,18458,27098,6364,18900,26529,5787,19373,26302,5794,18303,26258,0,21064,26077,3799,5742,9541,0,0,0
2010,Okaloosa,0,0,0,14499,42200,60876,6007,44084,61835,11337,44745,59852,11571,44714,59522,10676,42610,59677,1246,48994,59339,0,14793,18780,799,7493,8854
2010,Okeechobee,0,0,0,3375,4453,8215,1106,4550,8309,2858,4642,8030,2447,5294,8054,2121,5639,8170,2546,5593,8139,0,0,0,1786,4235,6333
2010,Orange,0,0,0,147509,117191,271926,79616,130903,274973,124519,131694,263903,112518,134235,254204,116315,131739,260018,125180,136855,269759,0,21004,32931,79285,118309,215173
2010,Osceola,0,0,0,27469,24053,53395,15100,26008,53847,23970,26396,52253,22569,26782,51153,22610,26411,51508,23340,27015,50611,0,0,0,23357,25057,52454
2010,Palm Beach,0,0,0,223194,151406,383853,75242,153256,387523,201383,166123,377993,171562,196067,375949,174322,182647,371952,207807,167772,375856,77213,78640,160774,150472,118566,270314
2010,Pasco,0,0,0,59098,70635,136558,17589,64141,138245,47041,81210,134123,43894,81815,133587,41609,82961,133785,43606,89602,133208,0,50861,51057,22289,43455,65744
2010,Pinellas,0,0,0,153865,136657,303380,51629,122339,307851,126681,162377,301073,111240,169909,293357,108581,169191,295695,108163,192880,301043,30091,49048,79139,128617,140278,271408
2010,Polk,0,0,0,68168,85693,160204,30899,79274,162308,58115,94430,158474,57369,92673,156458,48405,105427,160950,63025,79441,159486,0,3628,3632,15660,83634,114079
2010,Putnam,0,0,0,8237,12438,21442,4351,12869,21630,7309,12952,21111,6570,13435,20994,6159,14121,21278,5800,14941,21306,1935,3283,5218,0,0,0
2010,Santa Rosa,0,0,0,12371,34523,49743,3837,35461,50413,9434,36721,49085,9190,36928,48511,8660,35472,48998,0,40188,48674,0,21562,26817,451,30532,36559
2010,Sarasota,0,0,0,66551,73089,145282,18279,68284,147507,56354,81760,143120,47391,88501,140964,46341,84711,140502,47434,97148,144582,0,0,0,58723,82117,141298
2010,Seminole,0,0,0,59412,68351,131927,26449,76550,133828,48547,78507,130684,42916,81508,128513,43461,79199,128886,46599,84802,131587,3212,18526,26630,34026,50423,88523
2010,St. Johns,0,0,0,25054,47573,74754,8365,49761,75625,18606,51869,72720,18066,52506,72927,17517,50252,72410,18110,55715,73825,17104,27053,44161,14059,36219,50278
2010,St. Lucie,0,0,0,38029,34321,75646,16472,36218,76436,33412,37250,74423,30467,40616,74193,28947,40547,74173,30859,43793,74708,0,0,0,21604,36921,58566
2010,Sumter,0,0,0,14060,25845,41825,5613,26805,42425,11664,28573,41593,11096,28236,41073,10971,27387,40960,11583,29024,40607,9659,25420,35079,970,29546,37677
2010,Suwannee,0,0,0,4417,8355,13405,1776,8783,13513,3582,8911,13198,3587,8741,12938,3615,8580,13247,3546,9054,13436,0,0,0,4515,8054,13390
2010,Taylor,0,0,0,2457,3910,6628,1096,3932,6652,2108,3920,6487,2485,3783,6483,2601,3542,6559,2127,3987,6671,0,0,0,3941,2645,6586
2010,Union,0,0,0,1667,1781,3578,585,2266,3621,1101,2195,3492,905,2280,3427,849,2511,3537,0,2801,3433,1108,2422,3530,0,0,0
2010,Volusia,0,0,0,73765,77039,157444,33913,79727,159162,63254,85955,155378,58851,86977,152373,58520,85753,153540,61611,94541,156327,23709,34586,58296,44224,81966,138967
2010,Wakulla,0,0,0,5121,5439,10986,1439,5431,11059,3959,5930,10709,5225,5214,10795,4782,5273,10843,4260,5965,11010,6117,4182,10796,4077,6520,10597
2010,Walton,0,0,0,5072,12744,18876,1820,13613,19066,3808,13858,18685,3905,13738,18390,3618,13069,18417,1878,14480,18609,0,7895,9928,1942,6314,8256
2010,Washington,0,0,0,2511,4993,8006,1192,5556,8095,2091,5246,7923,2103,5422,7892,2006,5268,7939,0,6072,7523,0,5580,7297,0,0,0
2020,Alachua,89704,50972,142604,0,0,137106,0,0,0,0,0,0,0,0,0,0,0,0,86857,52914,139771,0,0,0,45398,36518,81916
2020,Baker,2037,11911,14059,0,0,13266,0,0,0,0,0,0,0,0,0,0,0,0,2476,11329,13805,2017,11646,13663,1830,12001,13831
2020,Bay,25614,66097,93024,0,0,88193,0,0,0,0,0,0,0,0,0,0,0,0,0,76997,78363,0,0,0,23848,61456,85304
2020,Bradford,3160,10334,13632,0,0,12681,0,0,0,0,0,0,0,0,0,0,0,0,3302,9965,13267,3007,10083,13090,3286,9761,13047
2020,Brevard,148549,207883,360764,0,0,340207,0,0,0,0,0,0,0,0,0,0,0,0,139769,215686,355455,83549,132043,224521,137612,213561,351186
2020,Broward,618752,333409,957672,0,0,868349,0,0,0,0,0,0,0,0,0,0,0,0,608589,322619,932918,141864,29319,171522,216419,120112,348016
2020,Calhoun,1209,5274,6526,0,0,6097,0,0,0,0,0,0,0,0,0,0,0,0,0,5662,5677,1334,4884,6218,1066,5105,6171
2020,Charlotte,42273,73243,116340,0,0,109005,0,0,0,0,0,0,0,0,0,0,0,0,38633,73809,113973,22512,40512,64144,39972,72913,112885
2020,Citrus,27092,65352,93208,0,0,86257,0,0,0,0,0,0,0,0,0,0,0,0,26816,64293,91109,0,0,0,22081,67670,89751
2020,Clay,38317,84480,124405,0,0,118089,0,0,0,0,0,0,0,0,0,0,0,0,38040,84221,122261,34852,86412,121264,34624,83460,121183
2020,Collier,77621,128950,207818,0,0,185151,0,0,0,0,0,0,0,0,0,0,0,0,36612,69227,105840,0,0,0,71792,130364,202156
2020,Columbia,8914,23836,33042,0,0,31202,0,0,0,0,0,0,0,0,0,0,0,0,2033,26051,28352,8174,23641,31815,7683,24236,31919
2020,Desoto,4259,8313,12659,0,0,11697,0,0,0,0,0,0,0,0,0,0,0,0,4050,8171,12357,0,0,0,4018,8216,12234
2020,Dixie,1365,6759,8167,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,6993,7034,1282,6416,7698,1165,6731,7896
2020,Duval,252556,233762,492820,0,0,471613,0,0,0,0,0,0,0,0,0,0,0,0,252809,233045,485871,0,0,0,137871,190819,328690
2020,Escambia,70929,96674,170372,0,0,158845,0,0,0,0,0,0,0,0,0,0,0,0,73582,93078,168928,67706,99500,167206,66821,100105,166926
2020,Flagler,28161,43043,71716,0,0,65042,0,0,0,0,0,0,0,0,0,0,0,0,26257,43346,69617,26722,41816,68540,26345,42186,68531
2020,Franklin,2120,4675,6849,0,0,6382,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,5356,2132,4454,6586,1800,4738,6538
2020,Gadsden,16153,7465,23762,0,0,22896,0,0,0,0,0,0,0,0,0,0,0,0,16783,6875,23658,15268,7855,23123,0,0,0
2020,Gilchrist,1700,7895,9685,0,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,8484,8560,1543,7862,9405,1538,8001,9539
2020,Glades,1385,3782,5193,0,0,4943,0,0,0,0,0,0,0,0,0,0,0,0,1319,3685,5077,0,0,0,1354,3749,5103
2020,Gulf,1985,6113,8163,0,0,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,6806,6880,1911,5996,7907,1587,6341,7928
2020,Hamilton,1963,3815,5830,0,0,5420,0,0,0,0,0,0,0,0,0,0,0,0,2133,3579,5712,1862,3826,5688,1772,3842,5614
2020,Hardee,2298,6122,8485,0,0,8182,0,0,0,0,0,0,0,0,0,0,0,0,2422,5771,8327,0,0,0,2153,6156,8309
2020,Hendry,4929,7906,12940,0,0,12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,7433,12383
2020,Hernando,37519,70412,108922,0,0,102960,0,0,0,0,0,0,0,0,0,0,0,0,37530,68885,106415,0,0,0,36749,68808,105557
2020,Highlands,16938,34873,52170,0,0,48032,0,0,0,0,0,0,0,0,0,0,0,0,15807,34540,50933,0,0,0,16220,34720,50943
2020,Hillsborough,376367,327398,712063,0,0,661465,0,0,0,0,0,0,0,0,0,0,0,0,378718,319855,698573,226166,119501,408654,254026,272798,530007
2020,Holmes,924,8080,9068,0,0,8478,0,0,0,0,0,0,0,0,0,0,0,0,587,7960,8653,0,0,0,0,0,0
2020,Indian River,37844,58872,97484,0,0,91266,0,0,0,0,0,0,0,0,0,0,0,0,34585,61055,95640,30966,61517,94877,31445,63052,94497
2020,Jackson,6766,15488,22419,0,0,21239,0,0,0,0,0,0,0,0,0,0,0,0,0,18262,18403,0,0,0,0,0,0
2020,Jefferson,3897,4479,8451,0,0,8041,0,0,0,0,0,0,0,0,0,0,0,0,3800,4427,8238,3828,4523,8351,3572,4673,8245
2020,Lafayette,510,3128,3658,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,3327,500,3056,3556,457,3094,3551
2020,Lake,83505,125859,211314,0,0,200886,0,0,0,0,0,0,0,0,0,0,0,0,78953,127508,206481,0,0,0,82244,122851,205095
2020,Lee,157695,233247,393899,0,0,357963,0,0,0,0,0,0,0,0,0,0,0,0,150267,230833,381780,115537,176954,292491,141482,233154,374636
2020,Leon,103517,57453,162929,0,0,154687,0,0,0,0,0,0,0,0,0,0,0,0,60937,68968,133274,99391,59937,159328,60357,45628,105985
2020,Levy,6205,16749,23145,0,0,21729,0,0,0,0,0,0,0,0,0,0,0,0,0,18959,19142,5806,16516,22322,5828,16536,22364
2020,Liberty,694,2846,3561,0,0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,2984,851,2521,3372,608,2680,3288
2020,Madison,3747,5576,9380,0,0,8919,0,0,0,0,0,0,0,0,0,0,0,0,3990,5261,9251,3647,5527,9174,3471,5583,9054
2020,Manatee,90166,124987,216958,0,0,205742,0,0,0,0,0,0,0,0,0,0,0,0,86698,128072,214770,81266,130376,211642,72963,121952,194915
2020,Marion,74858,127826,204376,0,0,188834,0,0,0,0,0,0,0,0,0,0,0,0,61140,129933,191452,3199,7281,10480,63263,118136,181399
2020,Martin,36893,61168,98726,0,0,91838,0,0,0,0,0,0,0,0,0,0,0,0,31205,64874,98070,31136,64581,95717,31541,64160,95701
2020,Miami-Dade,617864,532833,1156816,0,0,1040102,0,0,0,0,0,0,0,0,0,0,0,0,522075,393803,926056,271204,202069,482511,295010,415153,710174
2020,Monroe,21881,25693,48029,0,0,44858,0,0,0,0,0,0,0,0,0,0,0,0,21397,25554,46951,19383,26117,46534,19882,26492,46374
2020,Nassau,15564,42566,58811,0,0,54848,0,0,0,0,0,0,0,0,0,0,0,0,16225,42045,58270,0,0,0,15107,42227,57334
2020,Okaloosa,34248,79798,116373,0,0,110337,0,0,0,0,0,0,0,0,0,0,0,0,34966,78035,114878,4280,7378,11658,29857,82508,112376
2020,Okeechobee,4390,11470,15954,0,0,14985,0,0,0,0,0,0,0,0,0,0,0,0,4129,11082,15489,0,0,0,4137,11444,15581
2020,Orange,395014,245398,647403,0,0,605936,0,0,0,0,0,0,0,0,0,0,0,0,397446,236886,636654,383504,239205,627365,282397,217570,499967
2020,Osceola,97297,73480,172436,0,0,158847,0,0,0,0,0,0,0,0,0,0,0,0,103147,65756,168918,96694,62306,166551,41296,38321,86091
2020,Palm Beach,433572,334711,773158,0,0,722449,0,0,0,0,0,0,0,0,0,0,0,0,424756,321993,758074,278486,204118,482604,415532,326689,744708
2020,Pasco,119073,179621,301970,0,0,282465,0,0,0,0,0,0,0,0,0,0,0,0,108659,188887,297546,43097,62571,105668,112804,180948,293752
2020,Pinellas,277450,276209,559715,0,0,514653,0,0,0,0,0,0,0,0,0,0,0,0,271741,281209,552957,52734,0,69210,226412,279203,505615
2020,Polk,145049,194586,343256,0,0,319223,0,0,0,0,0,0,0,0,0,0,0,0,144214,191566,336456,10245,20832,31077,136900,193249,333935
2020,Putnam,10527,25514,36373,0,0,34759,0,0,0,0,0,0,0,0,0,0,0,0,10835,24916,35751,0,0,0,10619,24885,35504
2020,Santa Rosa,27612,77385,106928,0,0,100392,0,0,0,0,0,0,0,0,0,0,0,0,29483,75075,105938,26421,78502,104923,26326,77613,103939
2020,Sarasota,120110,148370,270575,0,0,252987,0,0,0,0,0,0,0,0,0,0,0,0,113117,151746,266171,108979,147614,262169,105079,148624,253703
2020,Seminole,132528,125241,260815,0,0,240556,0,0,0,0,0,0,0,0,0,0,0,0,132307,119470,255288,124056,124367,253277,120152,128077,253038
2020,St. Johns,63850,110946,176622,0,0,166915,0,0,0,0,0,0,0,0,0,0,0,0,62417,111451,173874,57983,112279,170270,55759,114222,169981
2020,St. Lucie,84137,86831,172169,0,0,160285,0,0,0,0,0,0,0,0,0,0,0,0,78231,88678,170909,77749,89566,167315,78896,88224,167120
2020,Sumter,29341,62761,92485,0,0,84981,0,0,0,0,0,0,0,0,0,0,0,0,26793,63841,90634,0,0,0,26578,62817,89395
2020,Suwannee,4485,16410,21057,0,0,19997,0,0,0,0,0,0,0,0,0,0,0,0,0,17971,18127,4166,16260,20426,3887,16426,20313
2020,Taylor,2299,7751,10127,0,0,9586,0,0,0,0,0,0,0,0,0,0,0,0,0,8541,8608,2358,7569,9927,2036,7811,9847
2020,Union,1053,5133,6245,0,0,5924,0,0,0,0,0,0,0,0,0,0,0,0,1151,4962,6113,1022,5025,6047,1187,4837,6024
2020,Volusia,130575,173821,307439,0,0,284373,0,0,0,0,0,0,0,0,0,0,0,0,121945,174894,296960,56902,75659,133497,120577,171847,294831
2020,Wakulla,5351,12874,18404,0,0,17355,0,0,0,0,0,0,0,0,0,0,0,0,0,14514,14846,5027,13084,18111,4610,13089,17699
2020,Walton,10338,32947,43711,0,0,40938,0,0,0,0,0,0,0,0,0,0,0,0,10554,32172,43150,0,0,0,0,0,0
2020,Washington,2347,9876,12327,0,0,11636,0,0,0,0,0,0,0,0,0,0,0,0,0,10619,10619,0,0,0,0,0,0
2008,Alachua,75565,48513,125519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48968,45820,94788,0,0,0,46610,26284,72894
2008,Baker,2327,8672,11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,8145,10455,2826,7601,10427,0,8453,8456
2008,Bay,23653,56683,81127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36583,41769,78354,0,0,0,0,0,0
2008,Bradford,3430,8136,11676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354,7796,11150,0,0,0,503,8823,9339
2008,Brevard,127620,157589,287859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116381,144303,275428,60034,92793,152827,90048,159103,249474
2008,Broward,492640,237729,733899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430762,124650,614511,254863,48001,304470,208288,85754,294152
2008,Calhoun,1821,4345,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,1788,6111,0,0,0,0,0,0
2008,Charlotte,39031,45205,85158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31469,48898,82177,27972,37111,65084,34180,44246,78426
2008,Citrus,31460,43706,76158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27399,44596,71995,27763,45928,73691,0,0,0
2008,Clay,26697,67203,94577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21236,59721,80957,17760,65217,86034,12799,39837,52636
2008,Collier,54450,86379,141988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36169,75396,133259,0,0,0,15067,35249,50467
2008,Columbia,9171,18670,28128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9352,17504,26856,3471,3726,7197,13133,14072,27205
2008,Desoto,4383,5632,10131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209,5164,9815,3870,3937,7807,4369,5011,9380
2008,Dixie,1925,5194,7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4652,2313,6967,2561,4376,6937,2966,4070,7036
